name,exterior,statTrak,souvenir,lowestPrice,marketHashName,quantity,dopplerClassName
R8 Revolver | Bone Forged,FIELD_TESTED,True,False,0.1,StatTrak™ R8 Revolver | Bone Forged (Field-Tested),46,
P90 | Desert DDPAT,FIELD_TESTED,False,False,0.46,P90 | Desert DDPAT (Field-Tested),46,
Nova | Army Sheen,FACTORY_NEW,False,False,0.97,Nova | Army Sheen (Factory New),46,
Sticker | Say Cheese (Holo),,False,False,1.6,Sticker | Say Cheese (Holo),46,
"Sticker | w0nderful (Holo, Champion) | Copenhagen 2024",,False,False,0.9,"Sticker | w0nderful (Holo, Champion) | Copenhagen 2024",46,
Sticker | FaZe Clan | Boston 2018,,False,False,2.53,Sticker | FaZe Clan | Boston 2018,46,
StatTrak™ FAMAS | Eye of Athena,FIELD_TESTED,False,False,3.18,FAMAS | Eye of Athena (Field-Tested),46,
AK-47 | Midnight Laminate,FIELD_TESTED,False,False,9.9,AK-47 | Midnight Laminate (Field-Tested),46,
Nova | Wood Fired,FIELD_TESTED,False,False,0.14,Nova | Wood Fired (Field-Tested),46,
Galil AR | NV,FACTORY_NEW,False,False,1.1,Galil AR | NV (Factory New),46,
Sticker | coldzera (Glitter) | Copenhagen 2024,,False,False,0.3,Sticker | coldzera (Glitter) | Copenhagen 2024,46,
Sealed Graffiti | Goofy (Monster Purple),,False,False,0.29,Sealed Graffiti | Goofy (Monster Purple),46,
Desert Eagle | Oxide Blaze,FIELD_TESTED,True,False,0.8,StatTrak™ Desert Eagle | Oxide Blaze (Field-Tested),46,
Five-SeveN | Hybrid,WELL_WORN,False,False,0.39,Five-SeveN | Hybrid (Well-Worn),46,
MAC-10 | Light Box,WELL_WORN,True,False,0.11,StatTrak™ MAC-10 | Light Box (Well-Worn),46,
SCAR-20 | Jungle Slipstream,FACTORY_NEW,False,False,0.55,SCAR-20 | Jungle Slipstream (Factory New),46,
Sticker | rox (Glitter) | Antwerp 2022,,False,False,3.69,Sticker | rox (Glitter) | Antwerp 2022,45,
Sticker | Tyloo (Holo) | Berlin 2019,,False,False,3.58,Sticker | Tyloo (Holo) | Berlin 2019,45,
Antwerp 2022 Overpass Souvenir Package,,False,False,3.0,Antwerp 2022 Overpass Souvenir Package,45,
Sticker | Boom Blast (Glitter),,False,False,0.82,Sticker | Boom Blast (Glitter),45,
P2000 | Oceanic,FIELD_TESTED,True,False,0.15,StatTrak™ P2000 | Oceanic (Field-Tested),45,
USP-S | Black Lotus,BATTLE_SCARRED,False,False,0.92,USP-S | Black Lotus (Battle-Scarred),45,
Desert Eagle | Trigger Discipline,MINIMAL_WEAR,True,False,6.6,StatTrak™ Desert Eagle | Trigger Discipline (Minimal Wear),45,
Sticker | Djoko (Holo) | Shanghai 2024,,False,False,0.37,Sticker | Djoko (Holo) | Shanghai 2024,45,
Sticker | FalleN | Antwerp 2022,,False,False,0.58,Sticker | FalleN | Antwerp 2022,45,
MAC-10 | Allure,MINIMAL_WEAR,False,False,0.65,MAC-10 | Allure (Minimal Wear),45,
SSG 08 | Ghost Crusader,FIELD_TESTED,False,False,0.34,SSG 08 | Ghost Crusader (Field-Tested),45,
Sticker | Jame (Glitter) | Antwerp 2022,,False,False,0.26,Sticker | Jame (Glitter) | Antwerp 2022,45,
Nova | Windblown,FACTORY_NEW,False,False,0.53,Nova | Windblown (Factory New),45,
MAG-7 | Justice,FIELD_TESTED,False,False,1.68,MAG-7 | Justice (Field-Tested),45,
Galil AR | Connexion,MINIMAL_WEAR,False,False,0.69,Galil AR | Connexion (Minimal Wear),45,
Five-SeveN | Hybrid,FIELD_TESTED,False,False,0.44,Five-SeveN | Hybrid (Field-Tested),45,
CS:GO Graffiti Box,,False,False,0.99,CS:GO Graffiti Box,45,
bodyy | Boston 2018,,False,False,1.11,Sticker | bodyy | Boston 2018,45,
Sticker | Legendary Eagle (Holo),,False,False,1.0,Sticker | Legendary Eagle (Holo),45,
R8 Revolver | Amber Fade,FIELD_TESTED,False,False,0.45,R8 Revolver | Amber Fade (Field-Tested),45,
"Music Kit | The Verkkars & n0thing, Flashbang Dance",,False,False,3.3,"Music Kit | The Verkkars & n0thing, Flashbang Dance",44,
"Sticker | rain (Glitter, Champion) | Antwerp 2022",,False,False,0.49,"Sticker | rain (Glitter, Champion) | Antwerp 2022",44,
Glock-18 | Water Elemental,MINIMAL_WEAR,False,False,7.7,Glock-18 | Water Elemental (Minimal Wear),44,
Five-SeveN | Violent Daimyo,FIELD_TESTED,False,False,0.29,Five-SeveN | Violent Daimyo (Field-Tested),44,
Tec-9 | Blue Titanium,FACTORY_NEW,False,False,3.68,Tec-9 | Blue Titanium (Factory New),44,
MAC-10 | Ensnared,MINIMAL_WEAR,True,False,0.27,StatTrak™ MAC-10 | Ensnared (Minimal Wear),44,
Sticker | ropz (Glitter) | Rio 2022,,False,False,0.5,Sticker | ropz (Glitter) | Rio 2022,44,
AK-47 | Nightwish,MINIMAL_WEAR,False,False,18.99,AK-47 | Nightwish (Minimal Wear),44,
M4A4 | Etch Lord,WELL_WORN,False,False,0.39,M4A4 | Etch Lord (Well-Worn),44,
Sealed Graffiti | Broken Heart (Desert Amber),,False,False,0.29,Sealed Graffiti | Broken Heart (Desert Amber),44,
AWP | Capillary,BATTLE_SCARRED,False,False,0.29,AWP | Capillary (Battle-Scarred),44,
Sticker | Vitality (Holo) | Stockholm 2021,,False,False,18.5,Sticker | Vitality (Holo) | Stockholm 2021,44,
Glock-18 | Ocean Topo,MINIMAL_WEAR,False,False,0.56,Glock-18 | Ocean Topo (Minimal Wear),44,
Knife Club,,False,False,1.02,Sticker | Knife Club,44,
PP-Bizon | Space Cat,MINIMAL_WEAR,False,False,0.43,PP-Bizon | Space Cat (Minimal Wear),44,
Sealed Graffiti | Goofy (Wire Blue),,False,False,0.33,Sealed Graffiti | Goofy (Wire Blue),44,
Sticker | Legendary,,False,False,0.37,Sticker | Legendary,44,
Train Pin,,False,False,3.67,Train Pin,44,
Patch | Wildfire,,False,False,0.89,Patch | Wildfire,44,
Sticker | Baited (Holo),,False,False,1.5,Sticker | Baited (Holo),44,
Krakow 2017 Challengers (Holo/Foil),,False,False,36.58,Krakow 2017 Challengers (Holo-Foil),44,
Sealed Graffiti | Oops (Wire Blue),,False,False,0.37,Sealed Graffiti | Oops (Wire Blue),44,
CZ75-Auto | Distressed,FIELD_TESTED,False,False,0.15,CZ75-Auto | Distressed (Field-Tested),44,
Sealed Graffiti | Goofy (Desert Amber),,False,False,0.31,Sealed Graffiti | Goofy (Desert Amber),44,
Sealed Graffiti | Goofy (Tracer Yellow),,False,False,0.26,Sealed Graffiti | Goofy (Tracer Yellow),44,
P90 | Ash Wood,FACTORY_NEW,False,False,0.77,P90 | Ash Wood (Factory New),44,
Sticker | Boom Trail (Glitter),,False,False,0.76,Sticker | Boom Trail (Glitter),44,
Baggage Pin,,False,False,3.35,Baggage Pin,44,
M4A4 | Urban DDPAT,FIELD_TESTED,False,False,0.3,M4A4 | Urban DDPAT (Field-Tested),44,
Dual Berettas | Switch Board,FIELD_TESTED,False,False,4.0,Dual Berettas | Switch Board (Field-Tested),44,
Glock-18 | Winterized,FACTORY_NEW,False,False,0.78,Glock-18 | Winterized (Factory New),43,
Sticker | Clutchman (Holo),,False,False,0.49,Sticker | Clutchman (Holo),43,
Negev | Drop Me,MINIMAL_WEAR,True,False,0.16,StatTrak™ Negev | Drop Me (Minimal Wear),43,
Sticker | FlyQuest | Shanghai 2024,,False,False,0.39,Sticker | FlyQuest | Shanghai 2024,43,
P2000 | Urban Hazard,FACTORY_NEW,False,False,0.6,P2000 | Urban Hazard (Factory New),43,
Martha,,False,False,0.1,Sticker | Martha,43,
Sticker | Virtus.pro (Glitter) | Shanghai 2024,,False,False,0.22,Sticker | Virtus.pro (Glitter) | Shanghai 2024,43,
Awp Country,,False,False,0.62,Sticker | Awp Country,43,
UMP-45 | Wild Child,FIELD_TESTED,False,False,0.97,UMP-45 | Wild Child (Field-Tested),43,
Sticker | Leaving The Station (Holo),,False,False,7.27,Sticker | Leaving The Station (Holo),43,
M4A4 | Desolate Space,FIELD_TESTED,False,False,7.55,M4A4 | Desolate Space (Field-Tested),43,
MP5-SD | Co-Processor,FACTORY_NEW,False,False,1.38,MP5-SD | Co-Processor (Factory New),43,
P90 | Grim,BATTLE_SCARRED,False,False,0.1,P90 | Grim (Battle-Scarred),43,
Sticker | Battle Scarred (Holo),,False,False,19.98,Sticker | Battle Scarred (Holo),43,
Sticker | LNZ (Holo) | Stockholm 2021,,False,False,0.99,Sticker | LNZ (Holo) | Stockholm 2021,43,
CS20 Case Key,,False,False,15.95,CS20 Case Key,43,
Tec-9 | Sandstorm,FIELD_TESTED,False,False,0.43,Tec-9 | Sandstorm (Field-Tested),43,
MP7 | Mischief,BATTLE_SCARRED,False,False,0.12,MP7 | Mischief (Battle-Scarred),43,
Sticker | Krimbo (Holo) | Antwerp 2022,,False,False,0.78,Sticker | Krimbo (Holo) | Antwerp 2022,43,
SG 553 | Cyrex,FIELD_TESTED,False,False,3.83,SG 553 | Cyrex (Field-Tested),43,
Glock-18 | Oxide Blaze,MINIMAL_WEAR,False,False,0.17,Glock-18 | Oxide Blaze (Minimal Wear),43,
"Sticker | Spinx (Holo, Champion) | Paris 2023",,False,False,0.2,"Sticker | Spinx (Holo, Champion) | Paris 2023",43,
AWP | Fever Dream,FIELD_TESTED,False,False,11.45,AWP | Fever Dream (Field-Tested),43,
USP-S | Black Lotus,MINIMAL_WEAR,True,False,10.57,StatTrak™ USP-S | Black Lotus (Minimal Wear),43,
Sticker | BIG (Glitter) | Shanghai 2024,,False,False,0.14,Sticker | BIG (Glitter) | Shanghai 2024,43,
Sticker | EliGE | Berlin 2019,,False,False,0.11,Sticker | EliGE | Berlin 2019,43,
Sticker | gxx- | Rio 2022,,False,False,0.19,Sticker | gxx- | Rio 2022,43,
XM1014 | Mockingbird,MINIMAL_WEAR,False,False,0.1,XM1014 | Mockingbird (Minimal Wear),43,
MAG-7 | Monster Call,FIELD_TESTED,True,False,0.48,StatTrak™ MAG-7 | Monster Call (Field-Tested),43,
Sticker | FaZe Clan (Glitter) | Copenhagen 2024,,False,False,0.94,Sticker | FaZe Clan (Glitter) | Copenhagen 2024,43,
Sealed Graffiti | Question Mark (Monarch Blue),,False,False,0.16,Sealed Graffiti | Question Mark (Monarch Blue),43,
Glock-18 | Off World,BATTLE_SCARRED,False,False,0.11,Glock-18 | Off World (Battle-Scarred),43,
Sticker | North (Holo) | 2020 RMR,,False,False,0.63,Sticker | North (Holo) | 2020 RMR,42,
USP-S | Night Ops,FACTORY_NEW,False,False,2.67,USP-S | Night Ops (Factory New),42,
UMP-45 | Labyrinth,FACTORY_NEW,False,False,0.42,UMP-45 | Labyrinth (Factory New),42,
P90 | Ancient Earth,FIELD_TESTED,False,False,0.56,P90 | Ancient Earth (Field-Tested),42,
MAC-10 | Light Box,FACTORY_NEW,False,False,0.65,MAC-10 | Light Box (Factory New),42,
Sticker | Bad News Eagles (Glitter) | Antwerp 2022,,False,False,0.16,Sticker | Bad News Eagles (Glitter) | Antwerp 2022,42,
Sealed Graffiti | Broken Heart (Shark White),,False,False,0.58,Sealed Graffiti | Broken Heart (Shark White),42,
Sticker | Natus Vincere (Holo) | Paris 2023,,False,False,3.34,Sticker | Natus Vincere (Holo) | Paris 2023,42,
Sticker | Legendary Eagle Master,,False,False,0.1,Sticker | Legendary Eagle Master,42,
Glock-18 | Shinobu,FIELD_TESTED,True,False,9.8,StatTrak™ Glock-18 | Shinobu (Field-Tested),42,
MP9 | Mount Fuji,MINIMAL_WEAR,False,False,9.61,MP9 | Mount Fuji (Minimal Wear),42,
"Music Kit | Humanity's Last Breath, Void",,False,False,0.7,"Music Kit | Humanity's Last Breath, Void",42,
Five-SeveN | Flame Test,FACTORY_NEW,True,False,0.95,StatTrak™ Five-SeveN | Flame Test (Factory New),42,
"Music Kit | Meechy Darko, Gothic Luxury",,False,False,1.49,"Music Kit | Meechy Darko, Gothic Luxury",42,
MAC-10 | Button Masher,WELL_WORN,False,False,0.15,MAC-10 | Button Masher (Well-Worn),42,
Sticker | noway (Glitter) | Shanghai 2024,,False,False,0.29,Sticker | noway (Glitter) | Shanghai 2024,42,
Tec-9 | Fubar,FIELD_TESTED,False,False,0.14,Tec-9 | Fubar (Field-Tested),42,
CZ75-Auto | Tacticat,FIELD_TESTED,False,False,0.5,CZ75-Auto | Tacticat (Field-Tested),42,
SCAR-20 | Fragments,FACTORY_NEW,False,False,0.56,SCAR-20 | Fragments (Factory New),42,
M4A1-S | Night Terror,FACTORY_NEW,False,False,3.35,M4A1-S | Night Terror (Factory New),42,
Sticker | s1mple | Paris 2023,,False,False,0.19,Sticker | s1mple | Paris 2023,42,
Charm | Lil' Squatch,,False,False,1.31,Charm | Lil' Squatch,42,
Tec-9 | Brother,FIELD_TESTED,True,False,0.43,StatTrak™ Tec-9 | Brother (Field-Tested),42,
Sawed-Off | Analog Input,FIELD_TESTED,False,False,0.46,Sawed-Off | Analog Input (Field-Tested),42,
"Music Kit | TWERL and Ekko & Sidetrack, Under Bright Lights",,False,False,9.95,"Music Kit | TWERL and Ekko & Sidetrack, Under Bright Lights",42,
Desert Eagle | Light Rail,BATTLE_SCARRED,False,False,0.47,Desert Eagle | Light Rail (Battle-Scarred),42,
Five-SeveN | Flame Test,MINIMAL_WEAR,False,False,0.15,Five-SeveN | Flame Test (Minimal Wear),42,
MAC-10 | Calf Skin,FACTORY_NEW,False,False,0.26,MAC-10 | Calf Skin (Factory New),42,
M4A1-S | Decimator,FIELD_TESTED,False,False,12.21,M4A1-S | Decimator (Field-Tested),42,
Glock-18 | Winterized,WELL_WORN,True,False,0.12,StatTrak™ Glock-18 | Winterized (Well-Worn),42,
Zeus x27 | Electric Blue,FACTORY_NEW,False,False,2.1,Zeus x27 | Electric Blue (Factory New),42,
P250 | Small Game,MINIMAL_WEAR,False,False,1.2,P250 | Small Game (Minimal Wear),41,
Glock-18 | Block-18,FIELD_TESTED,False,False,0.58,Glock-18 | Block-18 (Field-Tested),41,
Sticker | dexter | Shanghai 2024,,False,False,1.09,Sticker | dexter | Shanghai 2024,41,
M4A4 | Evil Daimyo,FIELD_TESTED,False,False,1.71,M4A4 | Evil Daimyo (Field-Tested),41,
CZ75-Auto | Distressed,FIELD_TESTED,True,False,0.1,StatTrak™ CZ75-Auto | Distressed (Field-Tested),41,
Desert Eagle | Calligraffiti,FIELD_TESTED,False,False,0.16,Desert Eagle | Calligraffiti (Field-Tested),41,
Glock-18 | Ocean Topo,FIELD_TESTED,False,False,0.17,Glock-18 | Ocean Topo (Field-Tested),41,
Cologne 2016 Legends (Holo/Foil),,False,False,37.6,Cologne 2016 Legends (Holo-Foil),41,
Sticker | Natus Vincere (Holo) | Stockholm 2021,,False,False,7.28,Sticker | Natus Vincere (Holo) | Stockholm 2021,41,
Sticker | Team Spirit (Foil) | Austin 2025,,False,False,0.4,Sticker | Team Spirit (Foil) | Austin 2025,41,
Collectible Pins Capsule Series 3,,False,False,7.42,Collectible Pins Capsule Series 3,41,
Five-SeveN | Fairy Tale,FIELD_TESTED,False,False,23.12,Five-SeveN | Fairy Tale (Field-Tested),41,
M4A1-S | Solitude,FIELD_TESTED,False,False,4.4,M4A1-S | Solitude (Field-Tested),41,
Glock-18 | High Beam,FACTORY_NEW,False,True,1.08,Souvenir Glock-18 | High Beam (Factory New),41,
MAG-7 | Foresight,FACTORY_NEW,False,False,0.31,MAG-7 | Foresight (Factory New),41,
Sticker | Baited,,False,False,0.21,Sticker | Baited,41,
Sticker | Hello MAC-10,,False,False,0.4,Sticker | Hello MAC-10,41,
MAG-7 | Popdog,FIELD_TESTED,False,False,0.28,MAG-7 | Popdog (Field-Tested),41,
MP9 | Bioleak,FACTORY_NEW,False,False,0.99,MP9 | Bioleak (Factory New),41,
P90 | Desert DDPAT,FACTORY_NEW,False,False,0.9,P90 | Desert DDPAT (Factory New),41,
Sticker | Last Vance,,False,False,0.26,Sticker | Last Vance,41,
MAC-10 | Whitefish,FIELD_TESTED,False,False,0.18,MAC-10 | Whitefish (Field-Tested),41,
MP9 | Featherweight,FACTORY_NEW,True,False,3.46,StatTrak™ MP9 | Featherweight (Factory New),41,
Ivette,,False,False,0.29,Sticker | Ivette,41,
AK-47 | Steel Delta,FIELD_TESTED,False,False,1.19,AK-47 | Steel Delta (Field-Tested),41,
Sticker | Watermelon Tentaskull,,False,False,1.82,Sticker | Watermelon Tentaskull,41,
Sticker | G2 Esports (Glitter) | Shanghai 2024,,False,False,0.12,Sticker | G2 Esports (Glitter) | Shanghai 2024,41,
Sticker | Avangar | Berlin 2019,,False,False,0.9,Sticker | Avangar | Berlin 2019,41,
Dual Berettas | Flora Carnivora,BATTLE_SCARRED,False,False,0.17,Dual Berettas | Flora Carnivora (Battle-Scarred),41,
Sealed Graffiti | Goofy (Violent Violet),,False,False,0.38,Sealed Graffiti | Goofy (Violent Violet),40,
PP-Bizon | Runic,FACTORY_NEW,True,False,0.9,StatTrak™ PP-Bizon | Runic (Factory New),40,
P90 | Elite Build,FACTORY_NEW,False,False,1.0,P90 | Elite Build (Factory New),40,
Dual Berettas | Hideout,FACTORY_NEW,False,False,0.71,Dual Berettas | Hideout (Factory New),40,
M4A4 | Turbine,FIELD_TESTED,False,False,1.02,M4A4 | Turbine (Field-Tested),40,
Sticker | Hypnoteyes (Holo),,False,False,3.2,Sticker | Hypnoteyes (Holo),40,
Sealed Graffiti | Goofy (Dust Brown),,False,False,0.4,Sealed Graffiti | Goofy (Dust Brown),40,
StatTrak™ M4A1-S | Nightmare,FIELD_TESTED,False,False,10.07,M4A1-S | Nightmare (Field-Tested),40,
M249 | O.S.I.P.R.,FIELD_TESTED,True,False,0.34,StatTrak™ M249 | O.S.I.P.R. (Field-Tested),40,
Katowice 2019 Returning Challengers (Holo/Foil),,False,False,13.47,Katowice 2019 Returning Challengers (Holo-Foil),40,
Sticker | ECSTATIC (Gold) | Copenhagen 2024,,False,False,2.7,Sticker | ECSTATIC (Gold) | Copenhagen 2024,40,
Sticker | oBo | Berlin 2019,,False,False,0.79,Sticker | oBo | Berlin 2019,40,
XM1014 | Blue Steel,FACTORY_NEW,False,False,0.87,XM1014 | Blue Steel (Factory New),40,
Negev | dev_texture,FIELD_TESTED,True,False,0.39,StatTrak™ Negev | dev_texture (Field-Tested),40,
M4A4 | Desolate Space,MINIMAL_WEAR,False,False,14.99,M4A4 | Desolate Space (Minimal Wear),40,
Sticker | max (Glitter) | Rio 2022,,False,False,0.36,Sticker | max (Glitter) | Rio 2022,40,
Flashbang,,False,False,0.66,Sticker | Flashbang,40,
Dual Berettas | Heist,FIELD_TESTED,False,False,0.81,Dual Berettas | Heist (Field-Tested),40,
Galil AR | O-Ranger,FIELD_TESTED,False,False,0.14,Galil AR | O-Ranger (Field-Tested),40,
Sealed Graffiti | Question Mark (SWAT Blue),,False,False,0.15,Sealed Graffiti | Question Mark (SWAT Blue),40,
Glock-18 | Bunsen Burner,FIELD_TESTED,True,False,0.87,StatTrak™ Glock-18 | Bunsen Burner (Field-Tested),40,
Glock-18 | Bunsen Burner,MINIMAL_WEAR,False,False,0.55,Glock-18 | Bunsen Burner (Minimal Wear),40,
Sticker | 9INE (Holo) | Paris 2023,,False,False,3.79,Sticker | 9INE (Holo) | Paris 2023,40,
Sticker | mopoz (Holo) | Copenhagen 2024,,False,False,2.5,Sticker | mopoz (Holo) | Copenhagen 2024,40,
Sticker | Ax1Le (Glitter) | Copenhagen 2024,,False,False,0.7,Sticker | Ax1Le (Glitter) | Copenhagen 2024,40,
SCAR-20 | Assault,FACTORY_NEW,False,False,0.75,SCAR-20 | Assault (Factory New),40,
Sticker | Natus Vincere | Katowice 2019,,False,False,1.38,Sticker | Natus Vincere | Katowice 2019,40,
XM1014 | Zombie Offensive,FIELD_TESTED,True,False,0.26,StatTrak™ XM1014 | Zombie Offensive (Field-Tested),40,
SSG 08 | Fever Dream,FIELD_TESTED,False,False,0.59,SSG 08 | Fever Dream (Field-Tested),40,
P90 | Elite Build,MINIMAL_WEAR,False,False,0.39,P90 | Elite Build (Minimal Wear),40,
Desert Eagle | Printstream,FIELD_TESTED,False,False,28.01,Desert Eagle | Printstream (Field-Tested),39,
FAMAS | Decommissioned,FIELD_TESTED,False,False,0.21,FAMAS | Decommissioned (Field-Tested),39,
Sticker | S1ren (Glitter) | Antwerp 2022,,False,False,0.1,Sticker | S1ren (Glitter) | Antwerp 2022,39,
Phoenix Pin,,False,False,5.16,Phoenix Pin,39,
P250 | X-Ray,FACTORY_NEW,False,False,0.98,P250 | X-Ray (Factory New),39,
P90 | Vent Rush,BATTLE_SCARRED,False,False,0.19,P90 | Vent Rush (Battle-Scarred),39,
AWP | Chromatic Aberration,MINIMAL_WEAR,False,False,10.5,AWP | Chromatic Aberration (Minimal Wear),39,
Sticker | 00 Nation | Rio 2022,,False,False,0.25,Sticker | 00 Nation | Rio 2022,39,
AWP | Phobos,FIELD_TESTED,False,False,1.35,AWP | Phobos (Field-Tested),39,
Sealed Graffiti | Oops (Violent Violet),,False,False,0.2,Sealed Graffiti | Oops (Violent Violet),39,
Bosh (Holo),,False,False,4.39,Sticker | Bosh (Holo),39,
MAC-10 | Neon Rider,FIELD_TESTED,False,False,7.5,MAC-10 | Neon Rider (Field-Tested),39,
Nova | Caged Steel,FACTORY_NEW,False,False,0.34,Nova | Caged Steel (Factory New),39,
Sticker | Twistzz | Berlin 2019,,False,False,0.28,Sticker | Twistzz | Berlin 2019,39,
CZ75-Auto | Tuxedo,FIELD_TESTED,False,False,0.42,CZ75-Auto | Tuxedo (Field-Tested),39,
Desert Eagle | Trigger Discipline,FACTORY_NEW,False,False,5.02,Desert Eagle | Trigger Discipline (Factory New),39,
Sealed Graffiti | Hop (Battle Green),,False,False,0.23,Sealed Graffiti | Hop (Battle Green),39,
P90 | Facility Negative,FIELD_TESTED,False,False,0.12,P90 | Facility Negative (Field-Tested),39,
Sticker | Flex,,False,False,0.8,Sticker | Flex,39,
CZ75-Auto | Circaetus,FIELD_TESTED,True,False,0.32,StatTrak™ CZ75-Auto | Circaetus (Field-Tested),39,
Splyce | MLG Columbus 2016,,False,False,6.5,Sticker | Splyce | MLG Columbus 2016,39,
Glock-18 | Umbral Rabbit,FIELD_TESTED,True,False,0.8,StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested),38,
SCAR-20 | Trail Blazer,FIELD_TESTED,True,False,0.25,StatTrak™ SCAR-20 | Trail Blazer (Field-Tested),38,
AWP | Fever Dream,MINIMAL_WEAR,False,False,15.61,AWP | Fever Dream (Minimal Wear),38,
P250 | Verdigris,FIELD_TESTED,True,False,0.27,StatTrak™ P250 | Verdigris (Field-Tested),38,
CZ75-Auto | Circaetus,WELL_WORN,False,False,0.13,CZ75-Auto | Circaetus (Well-Worn),38,
Sticker | Team Liquid (Foil) | Austin 2025,,False,False,0.32,Sticker | Team Liquid (Foil) | Austin 2025,38,
G3SG1 | Dream Glade,MINIMAL_WEAR,False,False,0.4,G3SG1 | Dream Glade (Minimal Wear),38,
Sherry,,False,False,0.23,Sticker | Sherry,38,
Dual Berettas | Ventilators,FIELD_TESTED,False,False,0.17,Dual Berettas | Ventilators (Field-Tested),38,
XM1014 | Black Tie,FACTORY_NEW,False,False,3.9,XM1014 | Black Tie (Factory New),38,
PP-Bizon | Runic,FACTORY_NEW,False,False,0.53,PP-Bizon | Runic (Factory New),38,
Pandamonium,,False,False,1.79,Sticker | Pandamonium,38,
AUG | Tom Cat,MINIMAL_WEAR,False,False,0.15,AUG | Tom Cat (Minimal Wear),38,
Sticker | m0NESY (Glitter) | Shanghai 2024,,False,False,0.59,Sticker | m0NESY (Glitter) | Shanghai 2024,38,
Glock-18 | Umbral Rabbit,FIELD_TESTED,False,False,0.2,Glock-18 | Umbral Rabbit (Field-Tested),38,
Sticker | VINI (Glitter) | Shanghai 2024,,False,False,0.4,Sticker | VINI (Glitter) | Shanghai 2024,38,
Sticker | Team Liquid (Holo) | Stockholm 2021,,False,False,17.8,Sticker | Team Liquid (Holo) | Stockholm 2021,38,
AWP | Asiimov,FIELD_TESTED,False,False,113.99,AWP | Asiimov (Field-Tested),38,
SG 553 | Aloha,MINIMAL_WEAR,False,False,0.14,SG 553 | Aloha (Minimal Wear),38,
M4A4 | Poly Mag,FACTORY_NEW,False,False,1.2,M4A4 | Poly Mag (Factory New),38,
USP-S | Night Ops,FIELD_TESTED,False,False,0.3,USP-S | Night Ops (Field-Tested),38,
Sticker | Sprout Esports | Rio 2022,,False,False,0.11,Sticker | Sprout Esports | Rio 2022,38,
AK-47 | Redline,FIELD_TESTED,True,False,71.36,StatTrak™ AK-47 | Redline (Field-Tested),38,
R8 Revolver | Amber Fade,FACTORY_NEW,False,False,1.25,R8 Revolver | Amber Fade (Factory New),38,
M249 | O.S.I.P.R.,BATTLE_SCARRED,False,False,0.12,M249 | O.S.I.P.R. (Battle-Scarred),38,
Glock-18 | Clear Polymer,FACTORY_NEW,False,False,2.3,Glock-18 | Clear Polymer (Factory New),38,
AK-47 | Uncharted,BATTLE_SCARRED,False,False,0.27,AK-47 | Uncharted (Battle-Scarred),38,
