transfer_id,buy_price,buy_date,name,wear,rarityClassName,uuid,meta_offer_id,stackable,sale_id,offer_date_created,offer_date_trade_unlock,state,offer_date_sold,time_to_sell,commission_factor,selling_price,min_selling_price,profit
GH6HTGTGXXU5,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,37c48d07-6811-4a1b-8098-ae0cff16c759,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
GTUP6KRNT5SK,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,000c610d-8762-488e-8b2e-859b3bcb622d,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
GNXXEHUHURXT,67.58,2025-07-26,AK-47 | Inheritance (Field-Tested),31.74,ancient,2cfca2e8-e952-414e-866f-0016458d8795,63955573.0,False,2cfca2e8-e952-414e-866f-0016458d8795,2025-07-27,,AVAILABLE,,,0.05,73.29,71.15,2.05
GX2E884Z6W4T,3.39,2025-10-25,USP-S | Ticket to Hell (Factory New),6.51,mythical,dd247523-668f-4ef9-bc62-eda6a7843b6b,65269047.0,False,dd247523-668f-4ef9-bc62-eda6a7843b6b,2025-10-26,,AVAILABLE,,,0.08,5.9,3.7,2.04
G48457SG23P9,4.49,2025-10-12,Sticker | Mastermind (Holo),,mythical,,7239198.0,True,268a6d69-d928-4b88-8951-153c3613258d,2025-10-13,,AVAILABLE,,,0.08,7.07,4.89,2.01
GR53FSDCR6XU,4.49,2025-10-12,Sticker | Mastermind (Holo),,mythical,,7239198.0,True,8056de21-c13e-403c-9f47-6ada2325779a,2025-10-13,,AVAILABLE,,,0.08,7.07,4.89,2.01
GK0L89PP4LXT,7.7,2025-10-17,AK-47 | Midnight Laminate (Field-Tested),31.34,mythical,ce0b9ce7-2a2f-4e0b-8d68-266157bfdfdc,65154542.0,False,ce0b9ce7-2a2f-4e0b-8d68-266157bfdfdc,2025-10-18,,AVAILABLE,,,0.08,10.46,8.38,1.92
G4Z94P23HW04,106.73,2025-09-19,AK-47 | Inheritance (Minimal Wear),14.42,ancient,919ec39a-f54a-45a7-abaa-62bec31688d0,65030384.0,False,919ec39a-f54a-45a7-abaa-62bec31688d0,2025-09-23,,AVAILABLE,,,0.07,116.61,114.77,1.72
GCGKRDDTSU82,11.3,2025-07-31,CS:GO Weapon Case 2,,common,,927.0,True,f67257c7-6829-4a9c-8792-f54c4af43a44,2025-08-01,,AVAILABLE,,,0.05,13.67,11.91,1.69
GDC4U74RFUK5,11.3,2025-07-31,CS:GO Weapon Case 2,,common,,927.0,True,5b90b63d-b8ac-473c-b3e3-07a49b635d19,2025-08-01,,AVAILABLE,,,0.05,13.67,11.91,1.69
